Transaction ID,Customer ID,Product ID,Quantity Sold,Price per Unit,Transaction Date,Salesperson ID,Payment Method,Store ID
TXN2026,C1165,PROD0217,10,122.69,11/7/23,SP019,Cash,SI19
TXN2027,C1142,PROD2970,6,156.26,10/18/23,SP071,Credit Card,SI17
TXN2028,C1049,PROD0857,17,92.75,10/17/23,SP068,Check,SI07
TXN2029,C1056,PROD1203,4,18.16,12/22/23,SP031,Cash,SI18
TXN2030,C1157,PROD2575,15,240.53,12/31/23,SP078,Bank Transfer,SI08
TXN2031,C1237,PROD0547,4,50.55,10/5/23,SP040,Bank Transfer,SI02
TXN2032,C1121,PROD2393,6,109.08,10/5/23,SP021,Cash,SI06
TXN2033,C1173,PROD1618,6,239.78,10/24/23,SP071,Bank Transfer,SI05
TXN2034,C1042,PROD0089,5,374.72,11/16/23,SP087,Check,SI16
TXN2035,C1118,PROD1103,2,74,11/3/23,SP054,Cash,SI14
TXN2036,C1053,PROD0200,4,195.35,11/5/23,SP017,Cash,SI09
TXN2037,C1007,PROD0637,6,224.54,9/6/23,SP091,Bank Transfer,SI17
TXN2038,C1051,PROD2420,10,401.81,12/8/23,SP097,Check,SI02
TXN2039,C1234,PROD1745,1,212.17,9/6/23,SP008,Cash,SI04
TXN2040,C1030,PROD0056,20,231.47,9/28/23,SP040,Cash,SI16
TXN2041,C1127,PROD0592,10,233.02,10/10/23,SP007,Check,SI12
TXN2042,C1156,PROD2145,4,174.22,11/2/23,SP015,Credit Card,SI07
TXN2043,C1016,PROD1137,19,27.83,11/22/23,SP039,Credit Card,SI17
TXN2044,C1007,PROD1665,7,326.85,11/8/23,SP053,Bank Transfer,SI16
TXN2045,C1237,PROD2550,11,111.29,12/17/23,SP088,Check,SI18
TXN2046,C1060,PROD2139,7,47.84,12/17/23,SP020,Credit Card,SI06
TXN2047,C1035,PROD1841,2,306.15,10/15/23,SP083,Credit Card,SI02
TXN2048,C1146,PROD2437,19,396.11,12/19/23,SP044,Cash,SI13
TXN2049,C1250,PROD0991,15,325.79,12/25/23,SP085,Cash,SI19
TXN2050,C1250,PROD1339,5,289.46,10/21/23,SP090,Credit Card,SI14
TXN2051,C1100,PROD0087,14,53.21,11/3/23,SP028,Cash,SI09
TXN2052,C1187,PROD0808,12,99.83,12/9/23,SP093,Cash,SI18
TXN2053,C1083,PROD0366,14,341.54,12/8/23,SP035,Credit Card,SI13
TXN2054,C1141,PROD1319,4,15.13,9/5/23,SP035,Credit Card,SI10
TXN2055,C1090,PROD0966,16,106.55,10/4/23,SP068,Credit Card,SI11
TXN2056,C1234,PROD2674,19,259.37,12/1/23,SP022,Cash,SI11
TXN2057,C1097,PROD1064,10,168.9,10/20/23,SP075,Bank Transfer,SI02
TXN2058,C1022,PROD1499,4,62.82,12/22/23,SP009,Check,SI05
TXN2059,C1207,PROD0624,3,388.38,12/14/23,SP071,Bank Transfer,SI09
TXN2060,C1055,PROD1681,13,13.03,10/21/23,SP039,Cash,SI18
TXN2061,C1109,PROD0020,15,313.01,10/1/23,SP012,Credit Card,SI15
TXN2062,C1294,PROD0298,14,264.94,11/7/23,SP037,Bank Transfer,SI11
TXN2063,C1063,PROD0643,15,290.05,12/26/23,SP095,Credit Card,SI04
TXN2064,C1160,PROD2763,12,344.4,10/30/23,SP086,Bank Transfer,SI12
TXN2065,C1249,PROD0466,18,148.96,9/15/23,SP074,Check,SI08
TXN2066,C1096,PROD1573,19,330.18,9/25/23,SP044,Credit Card,SI18
TXN2067,C1035,PROD1761,20,393.36,12/27/23,SP038,Cash,SI17
TXN2068,C1084,PROD2058,14,130.85,9/3/23,SP080,Check,SI07
TXN2069,C1277,PROD1999,18,310.66,11/18/23,SP041,Credit Card,SI02
TXN2070,C1081,PROD2617,10,420.56,12/27/23,SP019,Cash,SI18
TXN2071,C1102,PROD1187,3,283.59,10/7/23,SP063,Cash,SI15
TXN2072,C1284,PROD1792,1,220.48,12/23/23,SP070,Bank Transfer,SI09
TXN2073,C1291,PROD2823,2,170.4,10/19/23,SP064,Credit Card,SI10
TXN2074,C1117,PROD1585,10,299.37,12/21/23,SP054,Check,SI02
TXN2075,C1030,PROD2290,19,412.05,11/23/23,SP057,Check,SI19
TXN2076,C1180,PROD1244,7,48.49,12/15/23,SP007,Check,SI07
TXN2077,C1001,PROD0870,3,417.33,9/2/23,SP041,Bank Transfer,SI02
TXN2078,C1168,PROD2604,11,76.86,10/17/23,SP028,Check,SI20
TXN2079,C1247,PROD2802,1,186.92,12/28/23,SP045,Cash,SI04
TXN2080,C1251,PROD0060,5,373.32,9/12/23,SP048,Check,SI03
TXN2081,C1208,PROD2296,10,264.85,9/15/23,SP020,Bank Transfer,SI19
TXN2082,C1247,PROD0878,8,460.31,12/5/23,SP091,Bank Transfer,SI11
TXN2083,C1297,PROD0890,7,278.46,12/4/23,SP065,Bank Transfer,SI16
TXN2084,C1098,PROD0697,20,214.02,10/7/23,SP094,Credit Card,SI15
TXN2085,C1081,PROD0541,15,352.45,11/27/23,SP001,Credit Card,SI18
TXN2086,C1187,PROD2319,18,175.05,10/8/23,SP085,Credit Card,SI14
TXN2087,C1006,PROD1867,10,159.67,10/30/23,SP028,Credit Card,SI08
TXN2088,C1029,PROD1445,14,256.83,12/10/23,SP006,Cash,SI15
TXN2089,C1161,PROD2781,2,280.89,10/2/23,SP008,Cash,SI05
TXN2090,C1089,PROD2646,15,224.89,9/11/23,SP020,Bank Transfer,SI03
TXN2091,C1262,PROD0499,11,54.77,12/17/23,SP069,Cash,SI13
TXN2092,C1160,PROD2514,8,111.05,9/9/23,SP095,Bank Transfer,SI07
TXN2093,C1135,PROD0836,4,409.39,12/17/23,SP018,Credit Card,SI02
TXN2094,C1139,PROD0527,20,375.17,11/24/23,SP054,Bank Transfer,SI04
TXN2095,C1222,PROD1304,10,301.5,11/12/23,SP036,Bank Transfer,SI20
TXN2096,C1099,PROD1696,14,239.83,11/30/23,SP096,Check,SI03
TXN2097,C1059,PROD0162,4,90.11,12/7/23,SP037,Cash,SI14
TXN2098,C1217,PROD0006,13,85.09,10/27/23,SP053,Cash,SI18
TXN2099,C1046,PROD2886,4,48.52,12/19/23,SP026,Bank Transfer,SI15
TXN2100,C1155,PROD2675,18,120.77,12/31/23,SP084,Bank Transfer,SI11
TXN2101,C1017,PROD1827,10,195.57,9/21/23,SP079,Check,SI01
TXN2102,C1092,PROD0626,12,77.34,12/19/23,SP016,Credit Card,SI07
TXN2103,C1028,PROD0859,12,131.47,12/20/23,SP005,Credit Card,SI08
TXN2104,C1126,PROD2785,5,36.04,12/17/23,SP024,Credit Card,SI12
TXN2105,C1159,PROD2004,5,102.75,12/22/23,SP029,Credit Card,SI11
TXN2106,C1101,PROD2007,15,278.94,10/9/23,SP025,Cash,SI10
TXN2107,C1202,PROD2380,2,338.04,10/21/23,SP029,Credit Card,SI03
TXN2108,C1061,PROD2025,9,196.67,10/7/23,SP006,Bank Transfer,SI02
TXN2109,C1094,PROD1831,6,410.67,11/8/23,SP093,Bank Transfer,SI18
TXN2110,C1246,PROD1197,9,44.75,12/6/23,SP076,Credit Card,SI20
TXN2111,C1015,PROD2470,13,231.73,11/5/23,SP024,Credit Card,SI19
TXN2112,C1276,PROD0067,1,234.49,9/12/23,SP071,Cash,SI14
TXN2113,C1271,PROD2279,19,44.81,10/17/23,SP089,Cash,SI02
TXN2114,C1244,PROD1053,2,164.95,11/7/23,SP012,Credit Card,SI18
TXN2115,C1120,PROD2136,9,147.39,12/5/23,SP080,Cash,SI03
TXN2116,C1296,PROD0305,16,166.93,9/12/23,SP029,Check,SI01
TXN2117,C1254,PROD2589,6,73.95,12/8/23,SP011,Credit Card,SI17
TXN2118,C1074,PROD1000,1,446.03,12/13/23,SP018,Cash,SI18
TXN2119,C1033,PROD2234,12,38.92,10/4/23,SP057,Credit Card,SI01
TXN2120,C1091,PROD2566,20,432.69,10/19/23,SP078,Bank Transfer,SI05
TXN2121,C1155,PROD2305,17,335.28,10/23/23,SP077,Check,SI16
TXN2122,C1157,PROD0097,11,83.86,9/10/23,SP078,Cash,SI20
TXN2123,C1142,PROD0262,2,101.23,12/15/23,SP054,Cash,SI17
TXN2124,C1076,PROD1036,1,14.05,10/17/23,SP043,Credit Card,SI06
TXN2125,C1149,PROD1647,14,285.82,9/19/23,SP030,Bank Transfer,SI01
TXN2126,C1069,PROD1497,1,411.45,9/9/23,SP005,Check,SI09
TXN2127,C1254,PROD1381,3,111.87,9/18/23,SP051,Cash,SI20
TXN2128,C1182,PROD1138,10,123.18,11/4/23,SP057,Credit Card,SI12
TXN2129,C1298,PROD2477,16,186.63,12/22/23,SP035,Bank Transfer,SI18
TXN2130,C1294,PROD2613,20,317.17,9/27/23,SP067,Bank Transfer,SI04
TXN2131,C1127,PROD1613,4,135.59,10/29/23,SP038,Credit Card,SI11
TXN2132,C1115,PROD1233,9,316.21,10/17/23,SP020,Cash,SI11
TXN2133,C1009,PROD1626,17,48.98,11/19/23,SP004,Bank Transfer,SI11
TXN2134,C1115,PROD2567,11,287.72,11/12/23,SP011,Check,SI15
TXN2135,C1155,PROD1254,15,347.46,11/8/23,SP046,Cash,SI18
TXN2136,C1194,PROD1285,4,37.16,12/12/23,SP063,Cash,SI10
TXN2137,C1282,PROD0844,11,446.78,12/21/23,SP090,Cash,SI17
TXN2138,C1161,PROD2870,14,346.65,9/20/23,SP079,Bank Transfer,SI19
TXN2139,C1198,PROD2833,4,296.82,12/16/23,SP029,Check,SI16
TXN2140,C1028,PROD0905,16,133.43,10/16/23,SP063,Check,SI09
TXN2141,C1053,PROD2261,20,310.77,12/10/23,SP015,Credit Card,SI16
TXN2142,C1022,PROD1302,19,136.94,12/9/23,SP089,Credit Card,SI12
TXN2143,C1174,PROD0124,20,229.25,11/2/23,SP006,Check,SI01
TXN2144,C1200,PROD2039,16,82.11,9/30/23,SP068,Cash,SI07
TXN2145,C1077,PROD2246,13,411.7,11/16/23,SP099,Bank Transfer,SI01
TXN2146,C1063,PROD0579,1,452.93,9/16/23,SP083,Cash,SI15
TXN2147,C1013,PROD1911,18,88.95,12/5/23,SP038,Check,SI05
TXN2148,C1155,PROD2999,3,400.85,11/1/23,SP081,Bank Transfer,SI14
TXN2149,C1057,PROD0707,11,330.56,11/21/23,SP060,Bank Transfer,SI01
TXN2150,C1183,PROD0607,10,260.88,12/3/23,SP002,Cash,SI07
TXN2151,C1004,PROD0425,6,312.66,10/11/23,SP082,Check,SI15
TXN2152,C1144,PROD1112,19,59.35,11/29/23,SP084,Check,SI14
TXN2153,C1121,PROD1904,11,47.2,11/18/23,SP090,Credit Card,SI07
TXN2154,C1123,PROD0967,16,264.31,12/25/23,SP017,Cash,SI03
TXN2155,C1226,PROD0345,19,281.84,9/22/23,SP029,Credit Card,SI11
TXN2156,C1179,PROD0724,8,464.92,11/1/23,SP051,Check,SI07
TXN2157,C1194,PROD2150,20,42.34,12/30/23,SP048,Credit Card,SI10
TXN2158,C1271,PROD2954,6,148.67,12/8/23,SP034,Bank Transfer,SI09
TXN2159,C1154,PROD0838,2,208.08,10/17/23,SP006,Bank Transfer,SI18
TXN2160,C1049,PROD0909,5,73.54,9/14/23,SP028,Bank Transfer,SI17
TXN2161,C1117,PROD1210,9,329.78,9/28/23,SP065,Credit Card,SI11
TXN2162,C1057,PROD2232,16,105.81,12/31/23,SP075,Credit Card,SI19
TXN2163,C1278,PROD0350,7,437.85,11/11/23,SP027,Bank Transfer,SI18
TXN2164,C1196,PROD2587,9,266.82,10/24/23,SP073,Cash,SI07
TXN2165,C1076,PROD0632,13,380.44,11/26/23,SP099,Bank Transfer,SI18
TXN2166,C1124,PROD0679,3,276.15,9/7/23,SP022,Check,SI03
TXN2167,C1198,PROD1139,11,357.31,10/3/23,SP043,Bank Transfer,SI09
TXN2168,C1108,PROD0946,9,188.54,11/4/23,SP022,Credit Card,SI03
TXN2169,C1059,PROD2546,17,50.23,10/19/23,SP046,Credit Card,SI11
TXN2170,C1100,PROD0613,7,288.02,10/8/23,SP092,Credit Card,SI10
TXN2171,C1037,PROD2040,15,101.14,9/22/23,SP044,Bank Transfer,SI10
TXN2172,C1265,PROD2892,20,115.44,11/17/23,SP068,Cash,SI07
TXN2173,C1012,PROD0354,5,233.75,10/29/23,SP060,Cash,SI15
TXN2174,C1067,PROD1212,16,499.8,10/2/23,SP001,Cash,SI10
TXN2175,C1160,PROD2884,11,285.73,12/10/23,SP033,Credit Card,SI04
TXN2176,C1132,PROD2488,6,75.05,11/11/23,SP084,Credit Card,SI19
TXN2177,C1011,PROD0311,2,303.45,9/24/23,SP095,Cash,SI14
TXN2178,C1034,PROD0334,14,41.54,10/12/23,SP015,Check,SI18
TXN2179,C1133,PROD0844,10,275.67,9/17/23,SP006,Check,SI08
TXN2180,C1265,PROD1003,19,25.77,10/11/23,SP009,Bank Transfer,SI20
TXN2181,C1100,PROD0934,12,191.78,11/28/23,SP091,Bank Transfer,SI09
TXN2182,C1209,PROD2388,11,85.05,9/7/23,SP050,Bank Transfer,SI10
TXN2183,C1163,PROD1901,6,269.31,9/13/23,SP087,Credit Card,SI07
TXN2184,C1114,PROD0346,7,263.8,11/18/23,SP088,Credit Card,SI07
TXN2185,C1027,PROD2672,6,352.53,11/5/23,SP053,Bank Transfer,SI11
TXN2186,C1200,PROD1457,7,136.94,11/20/23,SP099,Check,SI19
TXN2187,C1149,PROD0247,13,239.25,11/21/23,SP057,Credit Card,SI07
TXN2188,C1231,PROD0521,9,405.12,9/20/23,SP011,Check,SI14
TXN2189,C1018,PROD1072,2,74.29,11/26/23,SP043,Cash,SI08
TXN2190,C1127,PROD2648,15,489.8,12/3/23,SP025,Bank Transfer,SI18
TXN2191,C1065,PROD0911,5,90.17,10/22/23,SP044,Cash,SI18
TXN2192,C1204,PROD1862,20,463.61,9/27/23,SP085,Cash,SI10
TXN2193,C1180,PROD2035,10,380.54,9/24/23,SP036,Bank Transfer,SI07
TXN2194,C1290,PROD2148,2,85.51,11/30/23,SP078,Bank Transfer,SI20
TXN2195,C1058,PROD1158,2,218.3,10/22/23,SP091,Credit Card,SI02
TXN2196,C1213,PROD1604,17,491.49,10/31/23,SP049,Bank Transfer,SI04
TXN2197,C1226,PROD0191,15,238.37,12/6/23,SP066,Credit Card,SI02
TXN2198,C1220,PROD1831,5,407.27,11/22/23,SP040,Check,SI01
TXN2199,C1230,PROD2082,18,128.02,9/6/23,SP066,Bank Transfer,SI17
TXN2200,C1244,PROD2551,5,499.83,10/16/23,SP016,Cash,SI07
TXN2201,C1138,PROD0507,9,442.86,12/31/23,SP065,Credit Card,SI20
TXN2202,C1104,PROD1372,3,495.57,10/10/23,SP044,Check,SI05
TXN2203,C1144,PROD0855,15,164.94,11/8/23,SP015,Credit Card,SI15
TXN2204,C1135,PROD0115,7,474.55,12/15/23,SP027,Credit Card,SI14
TXN2205,C1266,PROD0046,4,407.2,10/10/23,SP060,Credit Card,SI06
TXN2206,C1105,PROD0744,14,25.46,9/10/23,SP077,Cash,SI11
TXN2207,C1046,PROD0993,12,492.62,9/24/23,SP095,Check,SI10
TXN2208,C1297,PROD2421,8,413.88,12/26/23,SP055,Credit Card,SI06
TXN2209,C1157,PROD0774,14,177.4,9/1/23,SP067,Cash,SI12
TXN2210,C1193,PROD2512,3,78.4,9/24/23,SP097,Bank Transfer,SI10
TXN2211,C1266,PROD1670,10,279.33,9/21/23,SP085,Cash,SI05
TXN2212,C1101,PROD2742,17,455.77,9/29/23,SP064,Credit Card,SI13
TXN2213,C1242,PROD2828,7,250.09,9/3/23,SP063,Credit Card,SI19
TXN2214,C1217,PROD2160,16,177.66,11/4/23,SP044,Bank Transfer,SI01
TXN2215,C1297,PROD2324,13,86.91,11/29/23,SP017,Credit Card,SI12
TXN2216,C1100,PROD1100,18,390.35,12/15/23,SP035,Bank Transfer,SI01
TXN2217,C1007,PROD2081,5,38.29,9/20/23,SP040,Bank Transfer,SI16
TXN2218,C1175,PROD2969,8,118.27,9/25/23,SP097,Cash,SI14
TXN2219,C1077,PROD1735,4,98.66,11/21/23,SP024,Bank Transfer,SI11
TXN2220,C1233,PROD2074,18,465.39,12/25/23,SP033,Credit Card,SI08
TXN2221,C1083,PROD2861,9,289.07,11/3/23,SP081,Credit Card,SI04
TXN2222,C1125,PROD0771,12,10.23,12/6/23,SP070,Credit Card,SI03
TXN2223,C1248,PROD1534,8,244.59,12/11/23,SP068,Check,SI01
TXN2224,C1291,PROD1999,8,371.19,9/21/23,SP071,Check,SI19
TXN2225,C1162,PROD1628,9,183.63,12/8/23,SP058,Cash,SI08
TXN2226,C1186,PROD2691,8,335.29,12/16/23,SP010,Credit Card,SI08
TXN2227,C1190,PROD1897,16,149.01,9/19/23,SP039,Cash,SI16
TXN2228,C1038,PROD2963,14,226.68,11/1/23,SP003,Cash,SI12
TXN2229,C1180,PROD0742,12,300.96,12/8/23,SP002,Bank Transfer,SI17
TXN2230,C1016,PROD0241,10,203.77,10/3/23,SP075,Credit Card,SI09
TXN2231,C1290,PROD2393,12,407.9,12/6/23,SP027,Check,SI06
TXN2232,C1131,PROD0454,1,30.69,12/29/23,SP091,Credit Card,SI18
TXN2233,C1187,PROD1999,16,152.95,11/21/23,SP056,Check,SI01
TXN2234,C1198,PROD2709,1,16.96,12/6/23,SP013,Check,SI19
TXN2235,C1278,PROD2747,17,94.08,10/12/23,SP027,Bank Transfer,SI18
TXN2236,C1166,PROD1858,16,459.96,11/5/23,SP083,Cash,SI12
TXN2237,C1293,PROD1495,12,239.32,11/15/23,SP038,Check,SI03
TXN2238,C1190,PROD1823,11,222.74,9/27/23,SP050,Cash,SI10
TXN2239,C1050,PROD0319,17,72.07,11/17/23,SP037,Credit Card,SI16
TXN2240,C1280,PROD1647,19,89.19,12/18/23,SP077,Credit Card,SI16
TXN2241,C1222,PROD0944,11,377.68,11/13/23,SP024,Bank Transfer,SI08
TXN2242,C1209,PROD2923,11,492.55,10/12/23,SP097,Credit Card,SI12
TXN2243,C1271,PROD2700,8,288.64,9/8/23,SP023,Bank Transfer,SI07
TXN2244,C1130,PROD0825,18,201.58,11/3/23,SP073,Cash,SI03
TXN2245,C1108,PROD1575,10,183.92,11/30/23,SP046,Cash,SI15
TXN2246,C1231,PROD1498,16,131.5,10/24/23,SP054,Bank Transfer,SI17
TXN2247,C1189,PROD2652,2,72.26,11/7/23,SP099,Credit Card,SI01
TXN2248,C1228,PROD1094,14,310.1,12/22/23,SP039,Bank Transfer,SI05
TXN2249,C1240,PROD1093,13,499.67,11/14/23,SP099,Cash,SI15
TXN2250,C1257,PROD2454,12,421.79,11/21/23,SP019,Cash,SI03
TXN2251,C1204,PROD1140,19,495.76,10/4/23,SP043,Bank Transfer,SI11
TXN2252,C1245,PROD2480,1,142.28,10/26/23,SP010,Bank Transfer,SI17
TXN2253,C1088,PROD1926,1,455.32,9/12/23,SP060,Check,SI20
TXN2254,C1021,PROD0790,9,165.73,12/17/23,SP090,Check,SI12
TXN2255,C1263,PROD0111,9,58.77,12/8/23,SP092,Bank Transfer,SI19
TXN2256,C1107,PROD2496,18,472.9,11/17/23,SP014,Bank Transfer,SI16
TXN2257,C1124,PROD2494,9,332.11,9/30/23,SP020,Check,SI05
TXN2258,C1199,PROD0605,12,165,10/8/23,SP077,Credit Card,SI01
TXN2259,C1020,PROD0150,14,43.3,12/3/23,SP024,Check,SI15
TXN2260,C1130,PROD0016,19,246.19,10/6/23,SP072,Credit Card,SI06
TXN2261,C1074,PROD1518,6,487.94,12/15/23,SP055,Bank Transfer,SI04
TXN2262,C1241,PROD1458,4,181.49,9/4/23,SP004,Check,SI14
TXN2263,C1250,PROD0474,2,355.86,11/18/23,SP050,Check,SI20
TXN2264,C1140,PROD2638,13,39.8,12/12/23,SP013,Check,SI10
TXN2265,C1241,PROD0578,5,239.82,10/9/23,SP073,Check,SI10
TXN2266,C1013,PROD0529,11,29.9,10/7/23,SP057,Check,SI10
TXN2267,C1225,PROD2303,17,320.3,11/23/23,SP084,Bank Transfer,SI02
TXN2268,C1066,PROD2439,4,459.69,9/7/23,SP056,Check,SI10
TXN2269,C1248,PROD0844,14,42.81,11/3/23,SP078,Cash,SI03
TXN2270,C1116,PROD0371,5,66.2,11/22/23,SP096,Cash,SI20
TXN2271,C1033,PROD0041,3,436.47,12/20/23,SP061,Bank Transfer,SI16
TXN2272,C1123,PROD0884,10,249.37,10/11/23,SP017,Bank Transfer,SI03
TXN2273,C1141,PROD1487,7,466.86,12/9/23,SP068,Cash,SI10
TXN2274,C1188,PROD1077,13,12.34,10/21/23,SP044,Check,SI02
TXN2275,C1200,PROD0345,10,407.57,9/26/23,SP061,Credit Card,SI03
TXN2276,C1295,PROD0046,16,49.99,12/13/23,SP049,Bank Transfer,SI15
TXN2277,C1206,PROD1718,12,154.17,12/21/23,SP073,Credit Card,SI16
TXN2278,C1058,PROD0676,12,245.72,9/26/23,SP089,Cash,SI08
TXN2279,C1226,PROD0517,1,342.89,9/26/23,SP080,Credit Card,SI14
TXN2280,C1044,PROD2583,2,162.16,9/19/23,SP003,Credit Card,SI19
TXN2281,C1175,PROD2540,16,14.36,10/26/23,SP049,Cash,SI08
TXN2282,C1291,PROD2714,18,283.62,9/27/23,SP097,Check,SI18
TXN2283,C1272,PROD0287,2,31.05,9/14/23,SP074,Check,SI17
TXN2284,C1031,PROD1655,8,120.8,10/11/23,SP048,Check,SI09
TXN2285,C1204,PROD1523,19,181.66,10/17/23,SP046,Credit Card,SI09
TXN2286,C1270,PROD0614,8,72.62,10/30/23,SP063,Credit Card,SI08
TXN2287,C1037,PROD2435,12,369.64,12/23/23,SP062,Credit Card,SI12
TXN2288,C1226,PROD0439,5,23.11,12/13/23,SP032,Bank Transfer,SI03
TXN2289,C1136,PROD2173,3,91.64,10/6/23,SP085,Bank Transfer,SI15
TXN2290,C1146,PROD2021,15,59.38,11/6/23,SP092,Bank Transfer,SI14
TXN2291,C1195,PROD2421,5,138.57,9/25/23,SP088,Credit Card,SI06
TXN2292,C1228,PROD1435,7,495.36,10/30/23,SP045,Check,SI10
TXN2293,C1238,PROD1957,12,52.79,10/20/23,SP072,Bank Transfer,SI18
TXN2294,C1003,PROD0475,11,78.44,9/9/23,SP005,Cash,SI20
TXN2295,C1097,PROD0692,11,186.44,10/9/23,SP094,Cash,SI08
TXN2296,C1082,PROD0519,3,310.09,12/1/23,SP057,Check,SI12
TXN2297,C1278,PROD1478,11,437.75,9/22/23,SP091,Check,SI10
TXN2298,C1178,PROD1239,19,446.43,10/30/23,SP085,Bank Transfer,SI18
TXN2299,C1138,PROD2206,15,173.57,10/17/23,SP031,Credit Card,SI16
TXN2300,C1242,PROD2003,3,476.08,10/25/23,SP041,Cash,SI16
TXN2301,C1273,PROD0542,10,388.46,10/19/23,SP052,Cash,SI03
TXN2302,C1075,PROD0179,8,403.08,10/23/23,SP018,Check,SI15
TXN2303,C1192,PROD1492,16,431.19,10/25/23,SP011,Bank Transfer,SI10
TXN2304,C1105,PROD0477,6,468.65,12/18/23,SP064,Credit Card,SI09
TXN2305,C1168,PROD0755,13,255.78,9/14/23,SP058,Credit Card,SI14
TXN2306,C1206,PROD0563,7,390.49,11/13/23,SP076,Bank Transfer,SI03
TXN2307,C1236,PROD2211,9,162.59,10/30/23,SP026,Bank Transfer,SI09
TXN2308,C1299,PROD0721,13,159.25,9/16/23,SP016,Check,SI01
TXN2309,C1138,PROD1179,12,151.47,10/9/23,SP054,Credit Card,SI14
TXN2310,C1277,PROD2709,17,141.55,12/20/23,SP096,Credit Card,SI16
TXN2311,C1061,PROD0917,11,94.52,9/13/23,SP085,Bank Transfer,SI05
TXN2312,C1046,PROD2669,5,377.51,10/16/23,SP034,Credit Card,SI06
TXN2313,C1160,PROD1796,14,430.98,10/8/23,SP014,Check,SI20
TXN2314,C1253,PROD0786,9,374.07,9/2/23,SP067,Cash,SI08
TXN2315,C1160,PROD2142,10,121.77,10/7/23,SP026,Credit Card,SI03
TXN2316,C1004,PROD0635,19,16.57,11/23/23,SP003,Bank Transfer,SI03
TXN2317,C1264,PROD0483,1,108.68,9/13/23,SP063,Cash,SI15
TXN2318,C1071,PROD1677,13,139.93,9/7/23,SP008,Cash,SI14
TXN2319,C1026,PROD2294,12,485.29,11/28/23,SP079,Bank Transfer,SI11
TXN2320,C1067,PROD0545,5,309.38,12/31/23,SP010,Credit Card,SI07
TXN2321,C1121,PROD1331,9,119.6,12/10/23,SP071,Cash,SI02
TXN2322,C1119,PROD1518,14,239.39,9/22/23,SP023,Check,SI03
TXN2323,C1257,PROD1350,16,448.4,12/15/23,SP058,Credit Card,SI14
TXN2324,C1187,PROD0060,7,71.51,11/1/23,SP010,Cash,SI16
TXN2325,C1219,PROD0532,19,69.13,9/15/23,SP060,Check,SI09
TXN2326,C1123,PROD2629,4,425.14,9/8/23,SP090,Check,SI17
TXN2327,C1076,PROD0418,14,390.8,10/1/23,SP056,Credit Card,SI16
TXN2328,C1052,PROD2317,14,427.25,10/18/23,SP007,Bank Transfer,SI04
TXN2329,C1247,PROD0718,4,273.12,11/6/23,SP059,Bank Transfer,SI19
TXN2330,C1207,PROD2529,6,475.16,10/7/23,SP070,Bank Transfer,SI03
TXN2331,C1028,PROD0144,12,315.65,9/30/23,SP024,Cash,SI04
TXN2332,C1239,PROD1519,10,169.39,10/28/23,SP047,Credit Card,SI03
TXN2333,C1143,PROD0878,12,197.6,12/13/23,SP006,Cash,SI19
TXN2334,C1099,PROD0538,15,24.93,11/14/23,SP042,Cash,SI13
TXN2335,C1141,PROD1574,9,350.85,12/31/23,SP093,Cash,SI15
TXN2336,C1227,PROD0093,11,205.54,10/29/23,SP037,Credit Card,SI13
TXN2337,C1270,PROD2375,14,490.15,12/4/23,SP043,Bank Transfer,SI12
TXN2338,C1040,PROD2363,5,189.55,11/14/23,SP096,Check,SI04
TXN2339,C1130,PROD0138,7,271.19,12/20/23,SP018,Credit Card,SI06
TXN2340,C1082,PROD0373,3,34.44,11/8/23,SP024,Check,SI02
TXN2341,C1064,PROD2616,16,364.05,11/24/23,SP070,Cash,SI18
TXN2342,C1178,PROD1276,14,232.23,11/11/23,SP098,Cash,SI19
TXN2343,C1290,PROD0559,6,265.87,9/9/23,SP040,Check,SI09
TXN2344,C1077,PROD0656,3,433.35,12/24/23,SP092,Credit Card,SI11
TXN2345,C1142,PROD1699,19,418.86,12/19/23,SP071,Cash,SI04
TXN2346,C1273,PROD1396,1,393.42,9/27/23,SP085,Cash,SI02
TXN2347,C1145,PROD0279,7,136.79,10/28/23,SP012,Bank Transfer,SI09
TXN2348,C1053,PROD0002,6,320.28,12/25/23,SP027,Credit Card,SI02
TXN2349,C1068,PROD1624,9,356.88,11/15/23,SP083,Bank Transfer,SI06
TXN2350,C1159,PROD1285,6,183.64,11/15/23,SP071,Check,SI01
TXN2351,C1081,PROD2984,14,169.58,9/8/23,SP004,Bank Transfer,SI14
TXN2352,C1261,PROD0953,12,475.76,10/15/23,SP028,Bank Transfer,SI12
TXN2353,C1075,PROD2449,3,344.66,10/8/23,SP002,Cash,SI16
TXN2354,C1047,PROD2310,11,302.72,9/6/23,SP028,Cash,SI04
TXN2355,C1173,PROD0241,13,65.81,10/20/23,SP009,Cash,SI02
TXN2356,C1079,PROD2798,15,311.69,11/30/23,SP075,Cash,SI10
TXN2357,C1231,PROD2657,14,77.26,11/29/23,SP015,Check,SI11
TXN2358,C1062,PROD2564,7,453.87,9/17/23,SP012,Bank Transfer,SI18
TXN2359,C1287,PROD0918,15,174.73,11/1/23,SP094,Cash,SI10
TXN2360,C1109,PROD0032,4,18.05,9/6/23,SP045,Credit Card,SI08
TXN2361,C1200,PROD0331,17,448.45,9/12/23,SP050,Bank Transfer,SI14
