Product ID,Product Name,Product Category,Supplier ID,Orig_Price,Date Added
PROD0427,Table,Clothing,SUP1772,545.13,1/26/22
PROD0428,Air Conditioner,Accessories,SUP1708,569.95,3/9/20
PROD0429,Lamp,Clothing,SUP1742,508.99,8/27/23
PROD0430,Vacuum Cleaner,Furniture,SUP1450,580.29,3/9/22
PROD0431,Laptop,Kitchenware,SUP3884,344.63,4/5/22
PROD0432,Camera,Home Decor,SUP2735,511.2,8/23/21
PROD0433,Oven,Furniture,SUP2827,385.36,5/31/20
PROD0434,Headphones,Clothing,SUP4841,991.04,6/23/23
PROD0435,Washing Machine,Electronics,SUP1513,587.95,11/7/21
PROD0436,Jacket,Clothing,SUP0672,83.57,12/25/22
PROD0437,Vacuum Cleaner,Footwear,SUP1969,826.3,4/2/21
PROD0438,Cookware,Accessories,SUP3332,682.12,4/16/21
PROD0439,Headphones,Accessories,SUP0813,704.61,7/27/20
PROD0440,Lamp,Appliances,SUP0852,359.15,7/31/23
PROD0441,Sofa,Electronics,SUP2057,685.08,12/19/20
PROD0442,Laptop Bag,Footwear,SUP0367,877.16,5/4/21
PROD0443,Lamp,Accessories,SUP0842,927.38,2/8/20
PROD0444,Smartwatch,Footwear,SUP2141,370.32,8/4/20
PROD0445,Fridge,Home Decor,SUP1937,695.09,2/1/20
PROD0446,Microwave,Home Decor,SUP1647,694.96,5/8/22
PROD0447,Shoes,Clothing,SUP0480,337.06,3/14/23
PROD0448,Vacuum Cleaner,Kitchenware,SUP4636,476.97,5/5/22
PROD0449,T-shirt,Appliances,SUP2730,239.88,12/12/20
PROD0450,Shirt,Accessories,SUP4258,630.6,1/17/21
PROD0451,Oven,Clothing,SUP1134,798.93,9/30/20
PROD0452,TV,Clothing,SUP3058,95.34,1/16/20
PROD0453,Laptop,Furniture,SUP3725,917.67,7/12/22
PROD0454,Coffee Maker,Accessories,SUP2448,699.58,11/23/22
PROD0455,Jeans,Home Decor,SUP0040,566.54,1/3/22
PROD0456,Bed,Clothing,SUP4026,272.65,7/18/20
PROD0457,Fridge,Electronics,SUP2079,107.32,1/19/20
PROD0458,T-shirt,Home Decor,SUP2471,235.64,8/6/23
PROD0459,Jeans,Accessories,SUP0576,756.64,8/7/22
PROD0460,Washing Machine,Footwear,SUP0019,470.55,2/24/21
PROD0461,Air Conditioner,Footwear,SUP3779,501.13,1/16/22
PROD0462,Smartwatch,Furniture,SUP2443,506.22,1/29/23
PROD0463,Sofa,Clothing,SUP4244,819.18,10/26/20
PROD0464,Shirt,Clothing,SUP2487,716.74,2/2/23
PROD0465,Air Conditioner,Kitchenware,SUP1604,474.17,12/6/20
PROD0466,Smartphone,Kitchenware,SUP4769,956.47,5/10/23
PROD0467,Blender,Kitchenware,SUP3564,743.83,10/19/21
PROD0468,Vacuum Cleaner,Furniture,SUP2895,168.13,4/11/21
PROD0469,,Electronics,SUP3267,878.68,1/26/21
PROD0470,Wardrobe,Kitchenware,SUP3758,107.9,8/1/23
PROD0471,Smartphone,Accessories,SUP1996,632.48,2/14/22
PROD0472,Watch,Appliances,SUP1254,440.85,1/8/22
PROD0473,Jeans,Home Decor,SUP0773,842.96,5/5/22
PROD0474,Smartphone,Furniture,SUP4173,577.05,7/18/23
PROD0475,Cookware,Footwear,SUP2189,736.76,5/29/22
PROD0476,Cookware,Home Decor,SUP2294,31.27,2/7/22
PROD0477,Jacket,Footwear,SUP3468,380.83,9/17/22
PROD0478,Shirt,Clothing,SUP4885,475.09,10/31/21
PROD0479,Air Conditioner,Clothing,SUP2805,451.22,5/28/21
PROD0480,Lamp,Appliances,SUP0412,421.41,4/19/23
PROD0481,Fridge,Appliances,SUP1528,578.5,9/24/20
PROD0482,Vacuum Cleaner,Kitchenware,SUP0991,383.18,2/8/21
PROD0483,Bed,Furniture,SUP2633,825.98,2/14/23
PROD0484,Table,Electronics,SUP2224,703.96,6/18/20
PROD0485,Watch,Home Decor,SUP3178,471.53,9/20/21
PROD0486,Camera,Accessories,SUP0904,13.04,9/11/22
PROD0487,Jeans,Clothing,SUP4489,534.21,2/11/23
PROD0488,Smartphone,Accessories,SUP2828,997.74,3/10/21
PROD0489,Wardrobe,Footwear,SUP1852,968.12,7/24/21
PROD0490,Jeans,Kitchenware,SUP1106,925.88,11/25/21
PROD0491,Jacket,Accessories,SUP2799,661.8,2/20/21
PROD0492,Bed,Appliances,SUP4092,61.4,10/3/21
PROD0493,Headphones,Furniture,SUP2814,780.34,12/12/20
PROD0494,Washing Machine,Furniture,SUP1532,978.66,2/22/22
PROD0495,Fridge,Accessories,SUP0804,244.89,6/15/20
PROD0496,TV,Accessories,SUP4372,894.2,6/12/20
PROD0497,Oven,Clothing,SUP4800,733.91,7/5/23
PROD0498,Microwave,Appliances,SUP2881,892.63,1/8/20
PROD0499,Cookware,Accessories,SUP2367,978.8,7/9/23
PROD0500,Shirt,Clothing,SUP3470,217.61,7/23/22
PROD0501,Cookware,Clothing,SUP1318,758.81,7/21/21
PROD0502,Air Conditioner,Appliances,SUP4275,445.43,1/15/23
PROD0503,Washing Machine,Clothing,SUP3648,274.97,12/28/21
PROD0504,Table,Accessories,SUP2306,880.43,4/6/21
PROD0505,T-shirt,Clothing,SUP4927,479.13,4/8/22
PROD0506,Bed,Furniture,SUP2317,487.3,1/3/23
PROD0507,T-shirt,Appliances,SUP0172,564.14,9/25/21
PROD0508,Smartphone,Accessories,SUP1248,172.5,8/21/20
PROD0509,Cookware,Home Decor,SUP4318,635.32,9/11/22
PROD0510,Speaker,Appliances,SUP4119,543.87,1/21/22
PROD0511,Laptop,Furniture,SUP4522,652.68,3/3/22
PROD0512,T-shirt,Clothing,SUP1143,947.81,11/23/20
PROD0513,Jeans,Home Decor,SUP0877,586.47,7/28/22
PROD0514,Lamp,Clothing,SUP1354,750.93,5/17/20
PROD0515,Bookshelf,Kitchenware,SUP1146,936.35,12/10/21
PROD0516,T-shirt,Home Decor,SUP4909,18.99,7/19/20
PROD0517,Air Conditioner,Appliances,SUP1304,304.34,7/12/23
PROD0518,Jeans,Accessories,SUP3994,75.26,12/28/21
PROD0519,Shirt,Home Decor,SUP3091,670.46,11/10/21
PROD0520,Headphones,Home Decor,SUP0381,541.03,6/4/23
PROD0521,Air Conditioner,Furniture,SUP1440,520.37,1/8/20
PROD0522,Shoes,Clothing,SUP2492,700.41,11/15/20
PROD0523,Lamp,Accessories,SUP1422,979.17,12/19/20
PROD0524,Coffee Maker,Clothing,SUP0878,430.3,2/24/20
PROD0525,Lamp,Kitchenware,SUP4183,599.14,8/18/20
PROD0526,TV,Accessories,SUP1623,810.51,4/19/22
PROD0527,Oven,Kitchenware,SUP1434,596.43,7/21/22
PROD0528,Jeans,Home Decor,SUP0483,675.65,1/3/22
PROD0529,Speaker,Footwear,SUP1812,765.54,12/15/20
PROD0530,Blender,Kitchenware,SUP1279,548.81,5/31/21
PROD0531,Oven,Appliances,SUP0167,356.38,7/4/22
PROD0532,Washing Machine,Clothing,SUP4248,343,4/30/23
PROD0533,Air Conditioner,Accessories,SUP4734,945,4/11/21
PROD0534,Lamp,Home Decor,SUP1259,203.15,7/9/22
PROD0535,Smartwatch,Clothing,SUP2775,475.27,6/3/22
PROD0536,Shirt,Kitchenware,SUP4843,130.95,2/13/22
PROD0537,Toaster,Accessories,SUP4683,253.64,7/20/22
PROD0538,Washing Machine,Footwear,SUP2248,197.5,4/9/21
PROD0539,Laptop Bag,Home Decor,SUP0669,758.9,11/8/20
PROD0540,Toaster,Appliances,SUP0511,604.29,9/28/22
PROD0541,Blender,Appliances,SUP0012,853.3,12/30/22
PROD0542,Oven,Furniture,SUP2989,892.89,6/17/22
PROD0543,T-shirt,Accessories,SUP0863,367.28,4/11/21
PROD0544,Table,Home Decor,SUP1960,427.67,10/21/21
PROD0545,Microwave,Accessories,SUP2036,33.94,12/1/21
PROD0546,Speaker,Accessories,SUP2237,645.66,5/10/21
PROD0547,Wardrobe,Kitchenware,SUP2231,604.98,3/27/21
PROD0548,Wardrobe,Appliances,SUP4605,656.45,7/5/21
PROD0549,Speaker,Clothing,SUP2059,7.17,7/24/22
PROD0550,Toaster,Furniture,SUP2801,850.16,10/13/20
PROD0551,Speaker,Clothing,SUP4931,256.63,10/31/20
PROD0552,Shoes,Accessories,SUP2632,925.82,1/28/20
PROD0553,Coffee Maker,Clothing,SUP3585,897.07,9/4/22
PROD0554,Lamp,Accessories,SUP3581,756.38,2/2/23
PROD0555,Watch,Electronics,SUP0840,265.85,1/16/23
PROD0556,Microwave,Clothing,SUP4828,227.09,11/20/21
PROD0557,Table,Clothing,SUP4362,186.15,4/12/20
PROD0558,Shirt,Appliances,SUP0222,138.84,11/26/20
PROD0559,Camera,Furniture,SUP1937,786.81,4/11/20
PROD0560,Table,Furniture,SUP1555,750.7,3/8/21
PROD0561,Vacuum Cleaner,Appliances,SUP0226,149.27,8/24/20
PROD0562,TV,Accessories,SUP4910,188.95,1/6/21
PROD0563,TV,Footwear,SUP4123,254.54,12/20/20
PROD0564,Lamp,Home Decor,SUP1523,734.22,1/2/20
PROD0565,Coffee Maker,Accessories,SUP2354,155.61,7/13/22
PROD0566,Speaker,Electronics,SUP2968,724.31,2/9/22
PROD0567,Bed,Kitchenware,SUP4587,325.51,4/4/22
PROD0568,Speaker,Kitchenware,SUP1794,389.07,1/4/23
PROD0569,Vacuum Cleaner,Home Decor,SUP4380,254,7/7/21
PROD0570,Vacuum Cleaner,Electronics,SUP3687,787.81,1/24/20
PROD0571,Wardrobe,Accessories,SUP1019,821.24,2/23/23
PROD0572,Watch,Footwear,SUP3333,345.25,9/15/20
PROD0573,Wardrobe,Appliances,SUP2302,472.98,5/30/21
PROD0574,Microwave,Footwear,SUP4791,632.96,5/16/23
PROD0575,Jeans,Clothing,SUP4616,351.07,9/10/21
PROD0576,Shoes,Kitchenware,SUP3154,597.62,5/8/22
PROD0577,Oven,Electronics,SUP3951,802.48,10/4/20
PROD0578,Microwave,Appliances,SUP2293,615.96,10/26/22
PROD0579,Smartphone,Footwear,SUP2833,429.96,11/21/20
PROD0580,Smartphone,Electronics,SUP3704,,10/5/22
PROD0581,Vacuum Cleaner,Home Decor,SUP2127,88.89,4/20/22
PROD0582,Oven,Electronics,SUP0983,419.99,11/14/21
PROD0583,Camera,Furniture,SUP2010,541.47,11/1/22
PROD0584,Camera,Kitchenware,SUP4177,336.52,3/23/23
PROD0585,Toaster,Furniture,SUP4004,295.31,4/21/21
PROD0586,Smartphone,Home Decor,SUP2370,427.73,6/6/23
PROD0587,TV,Furniture,SUP4462,687.47,3/12/21
PROD0588,Smartphone,Accessories,SUP4653,156.01,3/7/22
PROD0589,Washing Machine,Home Decor,SUP0650,696.43,12/21/22
PROD0590,Jacket,Clothing,SUP4457,956.59,6/10/23
PROD0591,Oven,Footwear,SUP4394,218.85,5/11/22
PROD0592,Wardrobe,Appliances,SUP2167,165.54,7/16/23
PROD0593,Camera,Appliances,SUP2337,949.74,8/31/20
PROD0594,Lamp,Furniture,SUP2300,717.83,9/25/20
PROD0595,Fridge,Kitchenware,SUP3129,747,3/1/23
PROD0596,Washing Machine,Kitchenware,SUP4394,842.14,5/5/23
PROD0597,Lamp,Clothing,SUP4675,77.14,12/27/20
PROD0598,Toaster,Appliances,SUP0232,19.51,7/26/23
PROD0599,Smartwatch,Footwear,SUP4957,369.45,7/30/23
PROD0600,Fridge,Footwear,SUP4664,864.79,5/1/20
PROD0601,Microwave,Appliances,SUP0368,804.82,12/5/20
PROD0602,Coffee Maker,Accessories,SUP0831,876.11,10/3/20
PROD0603,Wardrobe,Electronics,SUP4947,614.99,5/1/20
PROD0604,Oven,Accessories,SUP1721,738.92,11/26/20
PROD0605,Oven,Footwear,SUP3454,955.16,2/11/20
PROD0606,Jacket,Home Decor,SUP4063,38.59,2/25/20
PROD0607,Jeans,Clothing,SUP3924,395.64,5/6/23
PROD0608,T-shirt,Furniture,SUP3555,711.99,2/4/23
PROD0609,Table,Appliances,SUP2260,476.08,2/21/22
PROD0610,T-shirt,Clothing,SUP3540,512.34,1/28/23
PROD0611,Blender,Footwear,SUP0972,134.18,11/16/21
PROD0612,Smartphone,Home Decor,SUP4445,575.96,6/23/20
PROD0613,T-shirt,Home Decor,SUP4268,825.76,11/24/20
PROD0614,Washing Machine,Accessories,SUP3199,75.86,6/19/23
PROD0615,Speaker,Electronics,SUP1045,351.96,2/10/21
PROD0616,Lamp,Home Decor,SUP3674,889.93,2/16/23
PROD0617,Jeans,Appliances,SUP4035,469.72,2/8/21
PROD0618,Camera,Home Decor,SUP2993,961.25,5/13/22
PROD0619,Watch,Accessories,SUP4144,233.62,7/3/23
PROD0620,Camera,Furniture,SUP3242,829.29,2/22/20
PROD0621,Toaster,Furniture,SUP1803,645.28,5/25/20
PROD0622,Sofa,Kitchenware,SUP0103,817.04,2/15/21
PROD0623,Headphones,Accessories,SUP2933,979.94,9/29/22
PROD0624,Bookshelf,Accessories,SUP4138,409.24,6/27/20
PROD0625,Smartphone,Home Decor,SUP0312,518.32,1/2/21
PROD0626,Cookware,Accessories,SUP0125,610.48,3/24/20
PROD0627,Bed,Kitchenware,SUP1315,65.84,7/9/22
PROD0628,Oven,Footwear,SUP3714,490.92,2/7/21
PROD0629,Table,Clothing,SUP1612,854.11,1/14/22
PROD0630,Sofa,Electronics,SUP0456,86.64,6/7/20
PROD0631,Shoes,Footwear,SUP4433,188.35,6/23/23
PROD0632,T-shirt,Clothing,SUP4354,659.63,8/29/20
PROD0633,Smartphone,Electronics,SUP1474,141.87,1/25/21
PROD0634,Oven,Electronics,SUP0637,943.92,7/19/21
PROD0635,Speaker,Kitchenware,SUP2250,763.88,8/12/22
PROD0636,Wardrobe,Furniture,SUP3825,22.92,2/10/21
PROD0637,Smartphone,Home Decor,SUP0800,238.61,10/19/20
PROD0638,Laptop,Accessories,SUP0311,762.7,1/5/21
PROD0639,Camera,Accessories,SUP0486,468.96,9/22/20
PROD0640,Speaker,Electronics,SUP1549,432.76,4/2/22
PROD0641,Vacuum Cleaner,Clothing,SUP3441,828.33,4/10/23
PROD0642,T-shirt,Home Decor,SUP3453,440.63,5/7/20
PROD0643,T-shirt,Footwear,SUP4548,119.93,5/25/21
PROD0644,Oven,Clothing,SUP3424,405.62,9/13/20
PROD0645,Vacuum Cleaner,Home Decor,SUP1531,515.2,3/24/21
PROD0646,Fridge,Electronics,SUP1437,617.05,4/12/23
PROD0647,Laptop,Accessories,SUP1676,288.93,2/20/21
PROD0167,Smartwatch,Footwear,SUP0301,329.63,9/8/21
PROD0168,Coffee Maker,Appliances,SUP3759,552.53,4/14/20
PROD0169,Table,Footwear,SUP4823,152.52,11/18/22
PROD0170,Cookware,Electronics,SUP3658,696.68,8/23/21
PROD0171,Bookshelf,Clothing,SUP3419,513.24,11/24/21
PROD0648,Jacket,Appliances,SUP1636,907.49,11/27/20
PROD0649,Bed,Home Decor,SUP0664,581.43,6/4/22
PROD0650,Oven,Footwear,SUP3397,3.62,5/27/22
PROD0651,Sofa,Clothing,SUP4882,127.68,10/21/20
PROD0652,Cookware,Electronics,SUP1914,789,7/29/21
PROD0653,Laptop,Furniture,SUP2398,789.85,2/1/23
PROD0654,Shirt,Clothing,SUP4047,271.43,10/8/21
PROD0655,Smartphone,Electronics,SUP1233,276.84,7/24/20
PROD0656,Shoes,Clothing,SUP3142,557.89,2/15/21
PROD0657,Vacuum Cleaner,Footwear,SUP2913,115.55,5/31/23
PROD0658,Oven,Furniture,SUP2616,190.83,11/25/20
PROD0659,Lamp,Clothing,SUP2693,283.03,12/19/20
PROD0660,Oven,Furniture,SUP3074,681.48,12/24/20
PROD0661,Speaker,Appliances,SUP4416,6.23,2/16/23
PROD0662,Lamp,Footwear,SUP4808,304.63,7/14/22
PROD0663,Vacuum Cleaner,Clothing,SUP1265,666.01,1/21/22
PROD0664,Speaker,Accessories,SUP1162,959.33,5/2/21
PROD0665,Microwave,Home Decor,SUP1213,342.28,1/9/23
PROD0666,Air Conditioner,Appliances,SUP2363,346.05,5/25/20
PROD0667,Bookshelf,Kitchenware,SUP2181,444.94,10/9/20
PROD0668,Vacuum Cleaner,Accessories,SUP4170,655.28,10/2/21
PROD0669,Cookware,Kitchenware,SUP3829,647.38,8/23/22
PROD0670,Laptop Bag,Kitchenware,SUP1642,739.52,4/14/20
PROD0671,Bookshelf,Accessories,SUP0677,984.45,1/30/21
PROD0672,Smartphone,Footwear,SUP4265,7.68,11/30/22
PROD0673,Sofa,Accessories,SUP0049,214.54,10/26/21
PROD0674,Table,Kitchenware,SUP0856,573.13,11/26/21
PROD0675,Jeans,Clothing,SUP4899,977.89,4/24/21
PROD0676,Wardrobe,Footwear,SUP4526,489.91,8/15/20
PROD0677,Blender,Clothing,SUP3803,400.64,1/8/20
PROD0678,Bookshelf,Appliances,SUP3971,673.57,6/11/21
PROD0679,Washing Machine,Furniture,SUP2884,494.87,8/12/20
PROD0680,Smartphone,Footwear,SUP3332,835.44,5/31/23
PROD0681,Shoes,Furniture,SUP2370,788.2,6/19/21
PROD0682,Bed,Furniture,SUP4088,838.38,4/4/20
PROD0683,Oven,Kitchenware,SUP4664,253.24,6/24/22
PROD0684,Washing Machine,Footwear,SUP0460,694.77,3/1/22
PROD0685,Jacket,Home Decor,SUP0903,576.67,10/8/21
PROD0686,TV,Accessories,SUP1705,338.32,10/6/21
PROD0687,Washing Machine,Accessories,SUP2641,534.88,11/22/20
PROD0688,Vacuum Cleaner,Furniture,SUP0780,340.84,4/22/22
PROD0689,Shoes,Appliances,SUP2909,721.71,2/14/21
PROD0690,Sofa,Furniture,SUP3768,223.79,5/19/22
PROD0691,Blender,Clothing,SUP3761,263.94,12/17/22
PROD0692,Blender,Furniture,SUP2375,85.58,12/1/21
PROD0693,TV,Accessories,SUP0980,188.3,4/5/20
PROD0694,Smartwatch,Electronics,SUP1511,567.64,10/8/21
PROD0695,Table,Footwear,SUP0495,401.86,8/6/22
PROD0696,Jacket,Furniture,SUP1982,13.45,9/4/21
PROD0697,Microwave,Clothing,SUP1984,15.65,3/20/21
PROD0698,T-shirt,Appliances,SUP1028,760.96,2/1/20
PROD0699,Table,Kitchenware,SUP3268,872.01,10/10/22
PROD0700,Vacuum Cleaner,Appliances,SUP2391,17.45,4/27/22
PROD0701,Fridge,Appliances,SUP2287,575.33,4/12/23
PROD0702,Air Conditioner,Home Decor,SUP4066,987.96,5/29/23
PROD0703,Microwave,Accessories,SUP2882,674.49,8/5/22
PROD0704,Washing Machine,Home Decor,SUP0242,305.48,8/19/21
PROD0705,Laptop,Furniture,SUP0798,791.64,4/1/22
PROD0706,Table,Electronics,SUP1352,851.89,7/2/22
PROD0707,Shoes,Furniture,SUP4144,592.94,8/9/22
PROD0708,Jeans,Furniture,SUP4777,335.68,3/9/21
PROD0709,Jacket,Footwear,SUP0586,259.44,4/18/21
PROD0710,Jeans,Furniture,SUP3306,615.82,1/3/22
PROD0711,Fridge,Electronics,SUP1260,384.85,3/5/22
PROD0712,Bed,Clothing,SUP0448,158.36,4/12/20
PROD0713,Cookware,Furniture,SUP0979,139.21,8/15/21
PROD0714,Shoes,Clothing,SUP1907,824.6,3/16/20
PROD0715,Watch,Kitchenware,SUP4199,480.39,4/10/20
PROD0716,Smartphone,Kitchenware,SUP4770,284.26,8/4/22
PROD0717,Bed,Clothing,SUP4620,139.82,9/5/21
PROD0718,Fridge,Footwear,SUP0897,747.86,4/11/23
PROD0719,Speaker,Home Decor,SUP2505,740.58,6/7/20
PROD0720,Headphones,Accessories,SUP3895,679.76,6/5/21
PROD0721,Jeans,Clothing,SUP4034,552.53,3/19/23
PROD0722,Microwave,Home Decor,SUP2394,523.41,7/24/21
PROD0723,Coffee Maker,Accessories,SUP3795,952.26,4/20/21
PROD0724,Headphones,Kitchenware,SUP2917,349.41,6/8/21
PROD0725,Laptop Bag,Electronics,SUP2551,861.05,12/7/20
PROD0726,Headphones,Clothing,SUP1178,174.19,6/22/21
PROD0727,Lamp,Appliances,SUP3671,110.04,1/5/21
PROD0728,Laptop Bag,Home Decor,SUP0106,542.16,12/29/22
PROD0729,Sofa,Electronics,SUP1166,586.82,4/20/22
PROD0730,Watch,Clothing,SUP4004,76.63,1/19/23
PROD0731,Smartwatch,Appliances,SUP1173,287.82,6/16/22
PROD0732,Smartphone,Footwear,SUP4276,467.28,4/6/21
PROD0733,Jacket,Appliances,SUP0389,486.44,12/7/22
PROD0734,Coffee Maker,Appliances,SUP1057,48.94,3/30/21
PROD0735,Camera,Kitchenware,SUP0299,61.65,11/20/22
PROD0736,Laptop Bag,Clothing,SUP0364,895.44,6/22/22
PROD0737,Shirt,Appliances,SUP4195,361.95,1/6/21
PROD0738,Air Conditioner,Accessories,SUP0491,400.23,9/3/21
PROD0739,Speaker,Home Decor,SUP3228,365.74,2/27/22
PROD0740,Shoes,Accessories,SUP0730,344.48,8/22/20
PROD0741,Washing Machine,Accessories,SUP4311,465.16,12/6/20
PROD0742,Air Conditioner,Appliances,SUP3235,905.66,9/14/20
PROD0743,Washing Machine,Appliances,SUP3970,981.74,3/5/21
PROD0744,Laptop Bag,Home Decor,SUP2910,394.18,8/16/20
PROD0745,Vacuum Cleaner,Accessories,SUP2760,507.85,3/25/20
PROD0746,Air Conditioner,Electronics,SUP0950,679.24,4/18/23
PROD0747,Fridge,Clothing,SUP0058,853.73,8/27/20
PROD0748,T-shirt,Clothing,SUP4154,628.67,4/15/22
PROD0749,Watch,Clothing,SUP3291,443.42,1/11/23
PROD0750,Laptop Bag,Electronics,SUP1532,917.07,4/28/22
PROD0751,Watch,Kitchenware,SUP3006,937.49,8/20/22
PROD0752,Microwave,Clothing,SUP3518,624.69,1/31/23
PROD0753,TV,Electronics,SUP3414,559.09,10/16/21
PROD0754,Jacket,Accessories,SUP1301,527.67,10/13/20
PROD0755,Jacket,Clothing,SUP2538,518.93,5/13/22
PROD0756,Laptop,Appliances,SUP1745,664.33,10/10/20
PROD0757,Coffee Maker,Accessories,SUP2378,956.34,4/10/20
PROD0758,Bookshelf,Accessories,SUP2689,193.24,2/12/20
PROD0759,Speaker,Furniture,SUP4660,747.33,9/26/21
PROD0760,Bookshelf,Accessories,SUP1859,124.07,5/7/21
PROD0761,Smartwatch,Home Decor,SUP2054,632.55,1/26/20
PROD0762,Vacuum Cleaner,Accessories,SUP2050,158.11,3/23/20
PROD0763,Blender,Footwear,SUP3825,86.52,7/3/21
PROD0764,Air Conditioner,Appliances,SUP3159,853.26,2/2/22
PROD0765,Watch,Kitchenware,SUP1195,794.26,5/9/20
PROD0766,Shoes,Home Decor,SUP4803,185.16,9/26/22
PROD0767,Speaker,Furniture,SUP2789,588.9,9/15/21
PROD0768,Watch,Kitchenware,SUP4594,80.89,9/5/22
PROD0769,Oven,Appliances,SUP3051,946.08,5/12/21
PROD0770,Shoes,Accessories,SUP4418,7.23,3/22/21
PROD0771,Laptop Bag,Kitchenware,SUP2796,907.16,5/22/22
PROD0772,Lamp,Furniture,SUP1725,178.65,12/16/21
PROD0773,Shirt,Kitchenware,SUP1700,218.32,7/17/22
PROD0774,Coffee Maker,Furniture,SUP2393,968.77,11/4/20
PROD0775,Jacket,Clothing,SUP0886,599.74,3/11/22
PROD0776,Speaker,Kitchenware,SUP3430,775.42,7/1/22
PROD0777,Bed,Home Decor,SUP2273,216.88,4/13/20
PROD0778,Smartphone,Clothing,SUP2003,156.15,1/2/22
PROD0779,Shirt,Clothing,SUP4141,144.54,9/21/22
PROD0780,Bookshelf,Appliances,SUP0085,159.56,7/31/23
PROD0781,Camera,Electronics,SUP3614,644.47,5/1/20
PROD0782,Lamp,Home Decor,SUP3080,319.7,11/15/21
PROD0783,TV,Home Decor,SUP4057,777.59,3/3/20
PROD0784,Toaster,Electronics,SUP4082,844.36,6/17/20
PROD0785,TV,Clothing,SUP0713,842.53,1/8/20
PROD0786,Headphones,Home Decor,SUP1183,242.72,3/28/23
PROD0787,Coffee Maker,Footwear,SUP0720,119.63,1/16/21
PROD0788,Lamp,Kitchenware,SUP0630,908.37,3/18/20
PROD0789,Wardrobe,Kitchenware,SUP3405,672.88,6/22/20
PROD0790,Table,Footwear,SUP0797,304.94,5/30/23
PROD0791,Microwave,Electronics,SUP2952,478.5,8/17/20
PROD0792,Wardrobe,Clothing,SUP0670,960.95,12/30/22
PROD0793,Table,Appliances,SUP3812,522.5,11/22/20
PROD0794,Smartwatch,Accessories,SUP4604,406.5,3/20/20
PROD0795,Speaker,Furniture,SUP1379,749.49,7/18/23
PROD0796,Washing Machine,Electronics,SUP0246,277.35,11/29/21
PROD0797,Smartphone,Electronics,SUP3438,261.88,6/3/21
PROD0798,Oven,Appliances,SUP4162,620.58,9/19/22
PROD0799,Fridge,Furniture,SUP1143,510.91,12/20/20
PROD0800,Smartwatch,Clothing,SUP1038,139.33,10/16/21
PROD0801,Blender,Accessories,SUP4011,945.34,3/18/23
PROD0802,Laptop,Furniture,SUP0266,841.51,12/23/21
PROD0803,Vacuum Cleaner,Home Decor,SUP3811,323.74,6/19/21
PROD0804,Watch,Appliances,SUP4602,303.32,9/7/21
PROD0805,Blender,Home Decor,SUP0548,761.4,10/29/22
PROD0806,Headphones,Clothing,SUP2475,819.52,7/28/20
PROD0807,Smartphone,Furniture,SUP0061,462.17,8/4/22
PROD0808,Washing Machine,Electronics,SUP4462,153.8,4/14/23
PROD0809,Laptop Bag,Clothing,SUP2159,562.31,11/3/20
PROD0810,Smartphone,Footwear,SUP2603,354.51,8/27/23
PROD0811,Headphones,Clothing,SUP2132,956.54,2/19/23
PROD0812,Laptop Bag,Appliances,SUP3950,360.52,6/6/22
PROD0813,Watch,Electronics,SUP1130,31.16,2/2/21
PROD0814,T-shirt,Footwear,SUP0103,535.74,10/29/20
PROD0815,Fridge,Furniture,SUP3452,786.04,12/31/21
PROD0816,Sofa,Home Decor,SUP2724,478.93,2/9/20
PROD0817,Headphones,Electronics,SUP3378,163.54,9/27/21
PROD0818,Jeans,Accessories,SUP0881,993.84,7/29/20
PROD0819,Blender,Appliances,SUP3572,508.38,2/2/21
PROD0820,Blender,Furniture,SUP2901,526.48,7/30/22
PROD0821,Speaker,Home Decor,SUP0818,15.25,2/28/22
PROD0822,Headphones,Furniture,SUP4653,237.39,6/29/23
PROD0823,Shirt,Appliances,SUP4261,457.19,4/12/21
PROD0824,Cookware,Clothing,SUP1806,480,9/3/22
PROD0825,Oven,Clothing,SUP4392,322.51,7/17/22
PROD0826,Blender,Home Decor,SUP0616,346.09,7/12/20
PROD0827,Bookshelf,Appliances,SUP2919,244.67,2/22/20
PROD0828,Vacuum Cleaner,Footwear,SUP0261,893.66,11/10/21
PROD0829,Laptop Bag,Appliances,SUP1920,499.94,2/11/22
PROD0830,Watch,Kitchenware,SUP1987,946.09,3/8/23
PROD0831,Bed,Home Decor,SUP4262,366.26,1/12/21
PROD0832,Vacuum Cleaner,Furniture,SUP4212,172.62,6/20/21
PROD0833,Cookware,Appliances,SUP4755,811.13,2/19/20
PROD0834,Smartwatch,Accessories,SUP3577,950.89,6/28/20
PROD0835,Microwave,Footwear,SUP3346,210.1,5/19/22
PROD0836,Jeans,Footwear,SUP0165,81.54,6/5/20
PROD0837,Coffee Maker,Home Decor,SUP0597,264.27,10/29/20
PROD0838,Camera,Electronics,SUP1838,904.94,6/20/23
PROD0839,Toaster,Electronics,SUP1544,608.33,8/26/22
PROD0840,Air Conditioner,Kitchenware,SUP1065,158.31,5/13/22
PROD0841,Cookware,Appliances,SUP4593,842.3,2/17/23
PROD0842,Table,Home Decor,SUP2414,365.72,8/20/21
PROD0843,Fridge,Footwear,SUP0294,959.47,1/24/20
PROD0844,Washing Machine,Accessories,SUP4598,440,12/5/20
PROD0845,Laptop Bag,Appliances,SUP0946,410.7,10/30/21
